model;account.group;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;;;;many2one;res.users;Created by;False;version 2
2;display_name;;;;char;;Display Name;False;version 2
3;name;;;;char;;Name;True;version 2
4;parent_path;;;;char;;Parent Path;False;version 2
5;__last_update;;;;datetime;;Last Modified on;False;version 2
6;company_id;;;;many2one;res.company;Company;True;version 2
7;code_prefix_start;;;;char;;Code Prefix Start;False;version 2
8;write_uid;;;;many2one;res.users;Last Updated by;False;version 2
9;parent_id;;;;many2one;account.group;Parent;False;version 2
10;code_prefix_end;;;;char;;Code Prefix End;False;version 2
11;write_date;;;;datetime;;Last Updated on;False;version 2
12;create_date;;;;datetime;;Created on;False;version 2
13;id;;;;integer;;ID;False;version 2
;;;;
;;;;
